time,flow,acc_precip,mean_pressure,mean_radiation,mean_relative_hum,mean_temp,temp_grass,temp_soil_10,temp_soil_30
2024-04-06 05:00:00,1921.6049166666664,0.0,1008.9,4.0,97.3,6.2,2.5,7.3,7.1
2024-04-06 06:00:00,1947.8957377049185,0.0,1009.3,46.0,98.3,6.9,4.8,7.3,7.1
2024-04-06 07:00:00,2097.512833333333,0.0,1009.9,140.0,95.5,8.5,8.9,7.2,7.1
2024-04-06 08:00:00,2226.575333333333,0.0,1010.5,292.0,87.0,10.5,12.1,7.2,7.1
2024-04-06 09:00:00,2181.5456666666664,0.0,1011.4,352.0,83.2,12.0,14.0,7.2,7.1
2024-04-06 10:00:00,2234.4756666666667,0.0,1011.3,421.0,79.3,13.1,15.2,7.3,7.1
2024-04-06 11:00:00,2101.038,0.0,1011.0,552.0,73.2,14.9,18.6,7.5,7.1
2024-04-06 12:00:00,1944.8792436974795,0.0,1010.9,309.0,75.2,15.0,16.5,7.7,7.1
2024-04-06 13:00:00,1990.43575,0.0,1011.3,216.0,76.7,14.4,15.1,7.9,7.1
2024-04-06 14:00:00,2020.2631666666664,0.0,1010.9,246.0,75.2,14.6,15.1,8.1,7.1
2024-04-06 15:00:00,1836.6009166666663,0.0,1009.9,245.0,72.3,15.4,15.8,8.1,7.2
2024-04-06 16:00:00,2036.9360833333333,0.0,1008.8,143.0,74.5,15.2,15.0,8.3,7.2
2024-04-06 17:00:00,1992.8580833333333,0.0,1008.3,112.0,75.2,15.1,14.6,8.4,7.2
2024-04-06 18:00:00,2003.1678688524596,0.0,1008.1,49.0,77.8,14.8,13.7,8.5,7.3
2024-04-06 19:00:00,1857.3571666666671,0.0,1008.0,1.0,85.2,13.3,12.2,8.5,7.3
2024-04-06 20:00:00,1891.9196666666676,0.0,1008.1,0.0,91.0,11.9,10.6,8.6,7.4
2024-04-06 21:00:00,1614.0884033613445,0.0,1007.3,0.0,81.8,14.9,12.7,8.6,7.4
2024-04-06 22:00:00,1609.421333333334,0.0,1007.0,0.0,83.7,14.4,12.7,8.5,7.5
2024-04-06 23:00:00,1708.0593333333334,0.0,1007.1,0.0,88.0,13.5,11.8,8.5,7.5
2024-04-07 00:00:00,1717.9866480446926,0.0,1007.4,0.0,87.7,13.1,11.3,8.5,7.6
2024-04-07 01:00:00,1363.296055555556,0.0,1007.0,0.0,88.3,12.9,10.3,8.5,7.6
2024-04-07 02:00:00,1422.2663888888887,0.0,1006.8,0.0,89.8,12.3,9.9,8.5,7.6
2024-04-07 03:00:00,1566.989256198348,0.0,1006.8,0.0,90.5,12.0,10.3,8.5,7.6
2024-04-07 04:00:00,1741.800666666667,0.5,1007.1,0.0,92.7,12.0,10.9,8.4,7.7
2024-04-07 05:00:00,2428.971416666666,0.9,1007.6,1.0,91.8,12.0,10.9,8.5,7.6
2024-04-07 06:00:00,4580.718360655736,3.5,1008.5,7.0,95.2,11.3,10.9,8.5,7.6
2024-04-07 07:00:00,4902.658500000001,1.2,1008.7,20.0,94.5,11.3,10.9,8.4,7.7
2024-04-07 08:00:00,3912.875999999999,0.0,1009.0,109.0,91.2,11.8,11.5,8.5,7.7
2024-04-07 09:00:00,2811.3523333333337,0.0,1009.2,382.0,78.5,13.6,14.3,8.5,7.7
2024-04-07 10:00:00,2684.2325,0.0,1009.4,565.0,69.8,14.6,16.3,8.6,7.7
2024-04-07 11:00:00,2389.944333333333,0.0,1009.8,550.0,64.2,14.8,16.4,8.7,7.8
2024-04-07 12:00:00,2007.3533613445372,0.0,1010.3,702.0,57.5,15.8,18.4,8.9,7.7
2024-04-07 13:00:00,1892.400166666667,0.0,1011.1,700.0,56.3,15.6,18.3,9.0,7.8
2024-04-07 14:00:00,1877.9060000000009,0.0,1011.2,582.0,57.2,15.5,17.3,9.2,7.9
2024-04-07 15:00:00,1935.7572499999987,0.0,1011.2,506.0,50.8,15.3,16.3,9.4,7.9
2024-04-07 16:00:00,2086.35075,0.0,1011.4,370.0,53.0,14.8,14.8,9.5,7.9
2024-04-07 17:00:00,1841.21575,0.0,1011.5,204.0,59.5,14.3,13.1,9.6,7.9
2024-04-07 18:00:00,2072.089344262295,0.0,1011.9,37.0,63.0,13.2,11.5,9.6,8.0
2024-04-07 19:00:00,1685.0525,0.0,1011.7,3.0,68.8,12.1,9.8,9.5,8.0
2024-04-07 20:00:00,1941.6611666666663,0.0,1012.0,0.0,77.2,11.0,8.3,9.4,8.1
2024-04-07 21:00:00,1772.0467226890758,0.0,1011.6,0.0,83.2,9.9,6.6,9.3,8.1
2024-04-07 22:00:00,1672.4659999999997,0.0,1011.7,0.0,85.5,9.7,7.0,9.2,8.2
2024-04-07 23:00:00,1731.6553333333334,0.0,1011.5,0.0,87.7,9.5,7.5,9.1,8.2
2024-04-08 00:00:00,1572.5782681564242,0.0,1011.4,0.0,88.2,9.4,7.4,9.1,8.2
2024-04-08 01:00:00,1480.7332222222217,0.0,1010.7,0.0,88.0,9.8,8.1,9.0,8.2
2024-04-08 02:00:00,1389.400944444444,0.0,1010.0,0.0,84.7,10.6,8.8,8.9,8.2
2024-04-08 03:00:00,1590.876446280991,0.0,1009.9,0.0,88.3,9.6,6.8,8.8,8.2
2024-04-08 04:00:00,1695.7837499999998,0.0,1009.9,0.0,91.8,8.3,4.5,8.7,8.2
2024-04-08 05:00:00,1740.7007499999995,0.0,1010.2,5.0,93.0,7.4,2.4,8.7,8.2
2024-04-08 06:00:00,1797.643606557377,0.0,1010.5,73.0,91.8,7.4,3.0,8.5,8.2
2024-04-08 07:00:00,2064.534166666667,0.0,1010.9,242.0,74.5,10.9,11.4,8.4,8.2
2024-04-08 08:00:00,1693.9651666666662,0.0,1011.0,397.0,65.7,13.1,16.6,8.4,8.2
2024-04-08 09:00:00,2248.4970000000008,0.0,1011.2,543.0,60.8,14.3,18.6,8.3,8.2
2024-04-08 10:00:00,1931.6841666666671,0.0,1011.5,623.0,58.3,15.4,20.2,8.5,8.1
2024-04-08 11:00:00,1461.0479999999995,0.0,1011.4,670.0,55.2,16.3,20.4,8.6,8.2
2024-04-08 12:00:00,2190.720252100841,0.0,1010.7,665.0,49.7,17.2,21.4,8.8,8.1
2024-04-08 13:00:00,1609.3738333333324,0.0,1010.4,549.0,50.3,17.3,20.3,9.1,8.2
2024-04-08 14:00:00,1711.7665833333328,0.0,1010.2,511.0,48.7,17.5,20.0,9.3,8.1
2024-04-08 15:00:00,2052.4634166666656,0.0,1010.0,268.0,50.8,17.0,17.8,9.5,8.2
2024-04-08 16:00:00,2016.4434166666672,0.0,1010.0,167.0,58.5,16.2,16.2,9.6,8.2
2024-04-08 17:00:00,1872.831916666667,0.0,1009.9,52.0,68.0,14.6,14.3,9.7,8.2
2024-04-08 18:00:00,1972.7306557377049,0.0,1009.9,10.0,78.5,13.2,12.5,9.8,8.3
2024-04-08 19:00:00,1793.3038333333336,0.0,1009.9,1.0,89.7,11.9,11.1,9.8,8.3
2024-04-08 20:00:00,1518.492,0.0,1009.7,0.0,89.2,11.6,10.3,9.8,8.3
2024-04-08 21:00:00,2424.156890756302,0.1,1009.4,0.0,92.8,11.1,10.3,9.7,8.4
2024-04-08 22:00:00,1543.1881666666666,0.0,1009.1,0.0,92.0,10.6,9.4,9.7,8.4
2024-04-08 23:00:00,1656.952083333333,0.0,1008.6,0.0,93.8,10.5,10.0,9.7,8.4
2024-04-09 00:00:00,1707.44687150838,0.0,1008.6,0.0,94.5,10.5,10.2,9.6,8.5
2024-04-09 01:00:00,1337.2936111111117,0.0,1008.3,0.0,92.3,10.6,10.2,9.5,8.5
2024-04-09 02:00:00,1867.732999999999,0.0,1007.8,0.0,91.2,10.2,9.6,9.5,8.5
2024-04-09 03:00:00,1681.5296694214876,0.0,1007.5,0.0,93.5,9.3,7.5,9.5,8.5
2024-04-09 04:00:00,1550.934166666667,0.0,1007.2,0.0,95.5,8.9,7.2,9.4,8.5
2024-04-09 05:00:00,1912.0111666666664,0.0,1006.5,3.0,97.8,9.6,8.9,9.3,8.6
2024-04-09 06:00:00,1803.7236065573773,0.0,1005.9,20.0,96.3,10.3,10.0,9.3,8.5
2024-04-09 07:00:00,1858.3518333333332,0.0,1005.0,53.0,98.3,9.4,9.5,9.2,8.5
2024-04-09 08:00:00,1839.4208333333336,0.0,1004.6,66.0,99.0,9.5,9.8,9.2,8.6
2024-04-09 09:00:00,1873.9353333333331,0.0,1005.0,88.0,97.0,10.1,10.5,9.1,8.6
2024-04-09 10:00:00,1977.3406666666667,0.4,1005.2,118.0,91.5,12.4,12.2,9.2,8.5
2024-04-09 11:00:00,2287.919166666667,0.2,1005.2,176.0,92.8,13.3,13.7,9.1,8.6
2024-04-09 12:00:00,2094.8170588235294,0.5,1005.2,178.0,93.2,13.7,14.2,9.3,8.5
2024-04-09 13:00:00,1989.434083333333,0.0,1006.7,88.0,90.3,13.3,13.3,9.3,8.5
2024-04-09 14:00:00,2230.620583333333,0.4,1007.5,74.0,89.8,10.8,11.0,9.3,8.6
2024-04-09 15:00:00,2703.2497499999986,1.2,1007.7,53.0,94.7,9.7,10.0,9.4,8.5
2024-04-09 16:00:00,3274.1183333333333,1.0,1008.2,40.0,96.0,9.6,9.8,9.4,8.6
2024-04-09 17:00:00,2955.908083333335,0.1,1008.3,22.0,96.8,9.5,9.5,9.4,8.6
2024-04-09 18:00:00,2633.38655737705,0.0,1008.8,8.0,97.0,9.4,9.3,9.4,8.6
2024-04-09 19:00:00,2135.2276666666667,0.0,1008.9,3.0,97.0,9.3,8.9,9.4,8.6
2024-04-09 20:00:00,1603.5211666666678,0.0,1009.0,0.0,97.0,9.2,8.7,9.4,8.7
2024-04-09 21:00:00,1456.0852941176472,0.0,1008.8,0.0,91.7,9.3,8.7,9.4,8.6
2024-04-09 22:00:00,2035.9663333333328,0.0,1008.5,0.0,81.3,9.6,8.4,9.3,8.6
2024-04-09 23:00:00,1643.722166666667,0.0,1008.5,0.0,77.8,9.6,8.4,9.3,8.6
2024-04-10 00:00:00,1632.0425000000005,0.0,1008.2,0.0,81.0,9.2,8.3,9.2,8.6
2024-04-10 01:00:00,1562.8445833333333,0.3,1008.2,0.0,87.8,8.5,8.0,9.1,8.6
2024-04-10 02:00:00,1566.9905,0.0,1008.6,0.0,86.5,7.6,7.1,9.1,8.6
2024-04-10 03:00:00,1680.253114754098,0.0,1008.9,0.0,87.3,7.4,6.9,9.0,8.7
2024-04-10 04:00:00,1944.4193333333335,0.0,1009.6,0.0,91.7,7.2,6.8,8.9,8.7
2024-04-10 05:00:00,1230.475,0.1,1010.8,1.0,91.8,7.4,7.1,8.9,8.6
2024-04-10 06:00:00,1459.8618333333336,0.0,1012.5,43.0,88.2,7.7,7.3,8.8,8.6
2024-04-10 07:00:00,2239.245499999999,0.1,1014.4,82.0,89.3,7.5,7.6,8.8,8.6
2024-04-10 08:00:00,1590.6728333333335,0.0,1016.3,210.0,78.8,8.3,8.7,8.7,8.6
2024-04-10 09:00:00,1453.537833333333,0.0,1018.4,215.0,75.3,8.4,9.0,8.7,8.6
2024-04-10 10:00:00,1458.5353333333337,0.0,1019.5,274.0,69.8,9.4,10.2,8.8,8.5
2024-04-10 11:00:00,2072.8035,0.0,1020.6,463.0,64.0,10.4,12.2,8.8,8.5
2024-04-10 12:00:00,1767.2796638655464,0.0,1021.8,664.0,57.5,11.0,13.7,8.9,8.5
2024-04-10 13:00:00,1602.021583333333,0.0,1022.7,509.0,55.7,11.0,13.0,8.9,8.5
2024-04-10 14:00:00,1680.5614999999996,0.0,1023.4,652.0,49.0,11.7,14.1,9.0,8.5
2024-04-10 15:00:00,1498.8624166666673,0.0,1024.1,523.0,47.0,11.5,13.1,9.2,8.5
2024-04-10 16:00:00,1799.138083333333,0.0,1024.8,288.0,52.5,10.5,11.0,9.3,8.5
2024-04-10 17:00:00,1739.5666666666662,0.0,1025.0,137.0,58.7,9.8,9.3,9.3,8.6
2024-04-10 18:00:00,1710.0890163934428,0.0,1025.4,57.0,69.3,8.8,8.0,9.3,8.6
2024-04-10 19:00:00,1495.8649999999996,0.0,1025.9,5.0,77.8,7.8,6.4,9.3,8.6
2024-04-10 20:00:00,1812.7721666666664,0.0,1026.1,0.0,81.8,6.9,5.1,9.2,8.6
2024-04-10 21:00:00,1496.8847058823528,0.0,1025.8,0.0,87.8,6.1,4.2,9.1,8.6
2024-04-10 22:00:00,1451.789583333334,0.0,1025.6,0.0,90.0,5.8,4.2,9.0,8.6
2024-04-10 23:00:00,1451.5837499999996,0.0,1025.2,0.0,90.0,5.9,5.0,8.9,8.6
2024-04-11 00:00:00,1612.601675977654,0.0,1024.2,0.0,85.2,6.6,6.1,8.8,8.6
2024-04-11 01:00:00,1237.253111111111,0.0,1023.3,0.0,82.2,7.1,6.5,8.7,8.6
2024-04-11 02:00:00,1549.2478333333336,0.0,1022.1,0.0,77.3,7.8,7.2,8.6,8.6
2024-04-11 03:00:00,1492.9280991735532,0.0,1021.4,0.0,75.5,8.4,7.8,8.5,8.6
2024-04-11 04:00:00,1300.2978333333335,0.0,1020.5,0.0,80.2,9.2,8.7,8.5,8.6
2024-04-11 05:00:00,1692.4048333333333,0.2,1019.9,2.0,91.2,8.9,8.5,8.4,8.5
2024-04-11 06:00:00,1890.0463934426225,0.5,1019.8,16.0,93.3,9.3,8.9,8.4,8.5
2024-04-11 07:00:00,2406.180166666666,1.0,1019.9,64.0,94.7,9.9,9.8,8.4,8.5
2024-04-11 08:00:00,2511.457166666666,0.3,1020.5,58.0,95.5,10.4,10.4,8.4,8.4
2024-04-11 09:00:00,1977.7194999999997,0.2,1021.1,61.0,96.0,10.7,10.8,8.5,8.4
2024-04-11 10:00:00,1824.23,0.0,1021.7,134.0,94.2,11.4,11.6,8.5,8.5
2024-04-11 11:00:00,1439.6935,0.0,1022.4,207.0,89.5,12.4,12.8,8.5,8.4
2024-04-11 12:00:00,1449.9467226890756,0.0,1023.1,224.0,87.0,13.1,13.6,8.6,8.4
2024-04-11 13:00:00,2064.076250000001,0.0,1023.7,276.0,81.8,14.0,14.7,8.7,8.4
2024-04-11 14:00:00,1684.8632500000006,0.0,1024.1,190.0,81.2,14.1,14.5,8.8,8.4
2024-04-11 15:00:00,1464.7285000000002,0.0,1024.2,181.0,79.0,14.4,14.8,8.9,8.4
2024-04-11 16:00:00,1503.9108333333336,0.0,1024.5,140.0,80.0,14.3,14.7,9.1,8.4
2024-04-11 17:00:00,1786.4778333333334,0.0,1024.8,117.0,79.7,14.0,14.0,9.2,8.4
2024-04-11 18:00:00,1729.684918032786,0.0,1025.3,35.0,82.0,13.0,12.4,9.3,8.5
2024-04-11 19:00:00,1748.8961666666664,0.0,1026.1,4.0,85.5,11.4,10.3,9.3,8.5
2024-04-11 20:00:00,1427.422999999999,0.0,1026.8,0.0,85.8,10.3,9.4,9.3,8.5
2024-04-11 21:00:00,1483.70218487395,0.0,1027.3,0.0,90.3,9.0,7.7,9.3,8.6
2024-04-11 22:00:00,1441.2250833333335,0.0,1027.2,0.0,93.8,8.1,6.7,9.3,8.6
2024-04-11 23:00:00,1428.661416666667,0.0,1027.3,0.0,95.7,7.8,6.5,9.2,8.6
2024-04-12 00:00:00,1669.8773184357551,0.0,1027.2,0.0,97.5,7.9,7.2,9.1,8.6
2024-04-12 01:00:00,902.433555555556,0.0,1026.9,0.0,97.5,8.5,8.1,9.1,8.6
2024-04-12 02:00:00,1400.5609444444442,0.0,1026.5,0.0,97.0,8.7,8.2,9.0,8.6
2024-04-12 03:00:00,1307.6361157024794,0.0,1026.2,0.0,96.0,9.2,8.7,9.0,8.6
2024-04-12 04:00:00,1411.8849166666664,0.0,1025.6,0.0,96.0,9.7,9.3,9.0,8.6
2024-04-12 05:00:00,1411.0578333333333,0.0,1024.9,2.0,96.3,10.3,9.9,8.9,8.6
2024-04-12 06:00:00,1427.7195081967209,0.1,1024.3,23.0,96.0,10.7,10.5,8.9,8.6
2024-04-12 07:00:00,1432.5038333333328,0.0,1023.8,111.0,91.8,11.7,11.7,8.8,8.6
2024-04-12 08:00:00,1441.348333333333,0.0,1022.8,136.0,89.8,12.2,12.4,8.9,8.6
2024-04-12 09:00:00,2163.380833333334,0.9,1022.6,124.0,95.2,11.9,12.3,9.0,8.6
2024-04-12 10:00:00,2135.753166666667,0.2,1022.2,88.0,95.8,11.8,12.1,9.0,8.6
2024-04-12 11:00:00,1937.6231666666667,0.2,1022.2,62.0,96.8,11.4,11.5,9.0,8.6
2024-04-12 12:00:00,1909.643697478992,0.1,1021.8,96.0,96.7,11.4,11.7,9.1,8.6
2024-04-12 13:00:00,1683.2106666666673,0.0,1021.9,124.0,93.7,11.6,11.9,9.1,8.6
2024-04-12 14:00:00,1357.7202499999992,0.0,1022.0,141.0,91.3,12.0,12.4,9.2,8.6
2024-04-12 15:00:00,1422.571083333334,0.0,1021.9,153.0,89.8,12.3,12.7,9.2,8.6
2024-04-12 16:00:00,1436.5812499999993,0.0,1021.6,117.0,85.8,12.7,12.7,9.3,8.6
2024-04-12 17:00:00,1439.4417499999995,0.0,1021.7,61.0,86.0,12.3,12.1,9.4,8.6
2024-04-12 18:00:00,1741.7495081967209,0.0,1021.7,17.0,90.5,11.6,11.4,9.4,8.6
2024-04-12 19:00:00,1864.8215,0.0,1022.1,2.0,91.5,10.9,10.6,9.4,8.7
2024-04-12 20:00:00,1411.9039999999995,0.0,1022.2,0.0,92.3,10.4,10.1,9.4,8.7
2024-04-12 21:00:00,1320.9103361344544,0.0,1022.1,0.0,94.0,9.8,9.6,9.4,8.7
2024-04-12 22:00:00,1379.579916666666,0.0,1021.7,0.0,95.0,9.4,9.3,9.4,8.7
2024-04-12 23:00:00,1317.4059166666666,0.0,1021.6,0.0,95.0,9.2,8.7,9.4,8.7
2024-04-13 00:00:00,1088.9387150837988,0.0,1021.3,0.0,94.0,9.3,8.9,9.4,8.7
2024-04-13 01:00:00,1330.3975555555564,0.0,1020.9,0.0,93.8,9.2,8.8,9.3,8.7
2024-04-13 02:00:00,1199.972888888889,0.0,1020.4,0.0,93.0,9.3,8.8,9.3,8.7
2024-04-13 03:00:00,1367.036776859504,0.0,1019.9,0.0,93.7,9.0,8.5,9.2,8.8
2024-04-13 04:00:00,1317.5222500000002,0.0,1019.3,0.0,91.3,9.5,8.9,9.2,8.8
2024-04-13 05:00:00,1196.7495,0.0,1019.0,9.0,88.5,9.7,8.9,9.2,8.8
2024-04-13 06:00:00,1400.650819672131,0.0,1018.9,94.0,88.2,9.6,8.8,9.2,8.8
2024-04-13 07:00:00,1401.9385,0.0,1019.0,244.0,82.3,10.8,12.0,9.1,8.8
2024-04-13 08:00:00,1416.6446666666664,0.0,1018.8,316.0,80.3,11.9,14.3,9.1,8.7
2024-04-13 09:00:00,1435.6744999999994,0.0,1019.0,401.0,77.2,13.0,16.1,9.1,8.8
2024-04-13 10:00:00,1439.3866666666663,0.0,1018.9,444.0,75.8,13.8,16.4,9.2,8.8
2024-04-13 11:00:00,1439.1038333333331,0.0,1018.6,513.0,72.5,14.8,17.7,9.3,8.8
2024-04-13 12:00:00,1440.3383193277314,0.0,1018.3,538.0,65.5,15.8,18.5,9.5,8.7
2024-04-13 13:00:00,1438.9294999999995,0.0,1017.8,486.0,62.7,16.3,18.9,9.7,8.7
2024-04-13 14:00:00,1434.04475,0.0,1016.9,394.0,63.8,16.2,18.0,9.9,8.8
2024-04-13 15:00:00,1430.6054166666663,0.0,1016.3,293.0,68.3,15.3,16.2,10.0,8.8
2024-04-13 16:00:00,1422.7222499999998,0.0,1015.7,95.0,71.3,13.9,13.9,10.2,8.8
2024-04-13 17:00:00,1186.2985,0.0,1014.8,64.0,72.2,13.2,12.8,10.2,8.8
2024-04-13 18:00:00,1403.35131147541,0.2,1014.0,10.0,85.3,11.7,11.5,10.2,8.9
2024-04-13 19:00:00,1390.5411666666666,0.2,1012.6,2.0,93.2,10.6,10.2,10.2,9.0
2024-04-13 20:00:00,1370.5694999999998,0.0,1011.9,0.0,91.2,10.7,10.0,10.2,9.0
2024-04-13 21:00:00,1408.5801680672273,0.6,1011.0,0.0,89.3,10.4,9.9,10.1,9.1
2024-04-13 22:00:00,1984.919333333334,0.3,1010.3,0.0,94.7,9.9,9.6,10.1,9.1
2024-04-13 23:00:00,1410.3390000000002,0.1,1010.0,0.0,95.5,9.9,9.7,10.1,9.1
2024-04-14 00:00:00,1375.2573743016758,0.1,1009.8,0.0,93.8,9.7,9.4,10.0,9.1
2024-04-14 01:00:00,1287.8237222222224,0.0,1009.8,0.0,86.5,9.0,8.0,9.9,9.1
2024-04-14 02:00:00,1049.5880555555557,0.0,1010.3,0.0,80.7,8.3,7.0,9.9,9.1
2024-04-14 03:00:00,1012.500743801653,0.0,1010.9,0.0,80.2,7.6,6.1,9.8,9.1
2024-04-14 04:00:00,874.8709166666666,0.0,1011.4,0.0,83.0,7.0,5.6,9.7,9.1
2024-04-14 05:00:00,1032.6091666666666,0.0,1011.8,15.0,81.0,7.0,5.8,9.6,9.1
2024-04-14 06:00:00,1013.128524590164,0.0,1012.1,94.0,78.7,7.2,6.2,9.5,9.2
2024-04-14 07:00:00,1228.693166666667,0.0,1012.6,196.0,73.5,8.0,8.2,9.4,9.2
2024-04-14 08:00:00,1162.0003333333336,0.0,1013.0,396.0,64.7,8.9,10.7,9.4,9.1
2024-04-14 09:00:00,1416.1255,0.0,1013.1,573.0,61.0,9.9,13.3,9.3,9.1
2024-04-14 10:00:00,1409.459,0.0,1013.5,565.0,57.8,10.3,13.2,9.3,9.1
2024-04-14 11:00:00,1391.4128333333333,0.0,1014.0,379.0,61.0,9.8,11.4,9.4,9.1
2024-04-14 12:00:00,1373.109915966387,0.0,1014.1,400.0,62.0,10.0,12.0,9.4,9.1
2024-04-14 13:00:00,1375.9089166666663,0.0,1014.2,458.0,69.2,9.7,11.5,9.5,9.0
2024-04-14 14:00:00,1253.1707500000002,0.0,1014.0,551.0,65.7,10.4,12.6,9.6,9.0
2024-04-14 15:00:00,1377.9248333333323,0.0,1014.1,361.0,65.5,9.6,10.7,9.7,9.0
2024-04-14 16:00:00,1326.9907500000004,0.0,1014.3,329.0,60.8,9.7,10.2,9.7,9.0
2024-04-14 17:00:00,1425.486,0.0,1014.4,160.0,63.3,9.0,9.2,9.7,9.0
2024-04-14 18:00:00,1426.8191803278685,0.0,1014.5,51.0,76.7,7.6,7.1,9.7,9.0
2024-04-14 19:00:00,1424.9118333333329,0.0,1014.6,6.0,78.7,6.7,5.4,9.7,9.1
2024-04-14 20:00:00,1328.1761666666669,0.0,1014.5,0.0,80.7,6.1,4.5,9.6,9.1
2024-04-14 21:00:00,1167.5447899159662,0.0,1014.2,0.0,85.0,5.5,4.3,9.5,9.1
2024-04-14 22:00:00,1151.753333333333,0.0,1013.7,0.0,90.5,4.4,2.6,9.4,9.1
2024-04-14 23:00:00,980.9103333333333,0.0,1013.1,0.0,92.8,4.1,2.5,9.3,9.1
2024-04-15 00:00:00,935.8168715083794,0.0,1012.5,0.0,93.7,3.7,2.0,9.2,9.1
2024-04-15 01:00:00,987.9260555555554,0.0,1011.8,0.0,93.7,3.9,2.4,9.0,9.0
2024-04-15 02:00:00,980.2991666666666,0.0,1011.0,0.0,94.3,3.3,1.8,8.9,9.0
2024-04-15 03:00:00,933.5037190082642,0.0,1010.3,0.0,96.7,2.2,1.2,8.8,9.0
2024-04-15 04:00:00,948.0700000000004,0.0,1009.6,0.0,98.2,2.6,2.0,8.7,9.0
2024-04-15 05:00:00,993.5444166666668,0.0,1008.9,13.0,97.0,3.7,2.9,8.6,9.0
2024-04-15 06:00:00,1574.578852459016,0.0,1008.5,45.0,97.3,4.2,4.3,8.5,9.0
2024-04-15 07:00:00,992.2853333333333,0.0,1007.8,81.0,91.2,5.3,5.7,8.4,8.9
2024-04-15 08:00:00,1310.215,0.0,1006.7,400.0,78.3,7.8,10.5,8.4,8.8
2024-04-15 09:00:00,1322.432666666667,0.0,1005.9,389.0,68.3,9.0,11.7,8.4,8.8
2024-04-15 10:00:00,1324.243333333333,0.0,1005.2,504.0,64.0,9.5,12.1,8.5,8.8
2024-04-15 11:00:00,1328.5116666666668,0.0,1004.1,665.0,54.3,10.5,14.3,8.6,8.7
2024-04-15 12:00:00,1329.8242016806716,0.0,1002.9,661.0,52.7,11.0,14.5,8.7,8.8
2024-04-15 13:00:00,1333.9174999999996,0.0,1001.6,374.0,54.2,10.3,11.9,8.9,8.7
2024-04-15 14:00:00,1334.1269999999995,0.0,1000.3,451.0,55.2,10.7,12.6,9.0,8.7
2024-04-15 15:00:00,1794.9668333333327,0.0,999.2,274.0,58.3,10.3,11.4,9.1,8.7
2024-04-15 16:00:00,1887.85825,0.0,998.7,96.0,75.0,8.6,9.1,9.1,8.7
2024-04-15 17:00:00,2082.9084999999995,0.3,997.8,29.0,89.8,6.9,7.1,9.2,8.7
2024-04-15 18:00:00,2005.4642622950817,0.0,996.8,11.0,91.3,6.3,6.3,9.2,8.8
2024-04-15 19:00:00,1961.4661666666664,0.0,996.0,2.0,88.7,6.6,6.4,9.1,8.8
2024-04-15 20:00:00,1666.1709999999998,0.1,995.5,0.0,88.8,6.7,6.4,9.1,8.8
2024-04-15 21:00:00,1837.811596638656,0.6,994.9,0.0,91.8,6.6,6.4,9.1,8.8
2024-04-15 22:00:00,2290.7625833333327,0.1,994.5,0.0,91.8,6.5,6.2,9.0,8.8
2024-04-15 23:00:00,2718.9916666666672,1.4,994.2,0.0,93.8,6.4,6.2,8.9,8.8
2024-04-16 00:00:00,2388.6667039106155,0.0,994.2,0.0,91.7,6.3,6.0,8.9,8.8
2024-04-16 01:00:00,2737.8843888888887,0.9,994.6,0.0,92.3,6.2,6.0,8.8,8.8
2024-04-16 02:00:00,2744.328,0.0,994.9,0.0,89.5,5.8,5.4,8.8,8.8
2024-04-16 03:00:00,2381.5314049586777,0.0,995.1,0.0,89.8,6.2,5.7,8.7,8.8
2024-04-16 04:00:00,1833.9655833333336,0.0,995.6,0.0,88.2,6.0,5.3,8.7,8.8
2024-04-16 05:00:00,1540.948416666667,0.0,996.4,18.0,89.3,5.4,4.1,8.6,8.8
2024-04-16 06:00:00,1568.8845901639347,0.0,997.2,127.0,86.2,5.8,5.2,8.6,8.7
2024-04-16 07:00:00,1380.4224999999997,0.0,997.8,320.0,73.0,7.3,8.3,8.5,8.7
2024-04-16 08:00:00,1449.9086666666662,0.0,998.5,428.0,69.3,8.3,10.9,8.4,8.7
2024-04-16 09:00:00,1454.5351666666668,0.0,999.2,509.0,65.3,9.1,11.8,8.4,8.7
2024-04-16 10:00:00,1455.0048333333334,0.0,999.9,643.0,56.0,10.2,12.9,8.6,8.7
2024-04-16 11:00:00,1170.1640000000004,0.0,1000.6,383.0,51.7,10.2,11.6,8.6,8.7
2024-04-16 12:00:00,1312.8233613445384,0.0,1001.3,390.0,52.7,10.3,11.8,8.8,8.6
2024-04-16 13:00:00,1309.6058333333328,0.0,1002.0,425.0,51.3,10.4,12.2,8.9,8.6
2024-04-16 14:00:00,1329.1797500000002,0.0,1002.3,315.0,44.3,10.6,11.5,9.0,8.6
2024-04-16 15:00:00,1335.3325833333329,0.0,1003.0,219.0,43.8,10.3,10.7,9.0,8.7
2024-04-16 16:00:00,1998.0538333333336,0.0,1003.5,233.0,42.3,10.2,10.4,9.1,8.6
2024-04-16 17:00:00,1690.5122499999998,0.0,1004.0,95.0,44.8,9.6,9.0,9.1,8.6
2024-04-16 18:00:00,1623.3700000000003,0.0,1004.4,54.0,47.5,8.8,7.1,9.1,8.7
2024-04-16 19:00:00,1573.9373333333338,0.0,1005.3,7.0,55.3,6.6,2.9,9.1,8.7
2024-04-16 20:00:00,1278.0986666666663,0.0,1005.9,0.0,67.7,3.8,-1.1,9.0,8.7
